order_id,district,food_category,weather,peak_time,distance_km,order_amount,num_items,rider_exp_months,app_version,delivery_time
ORD00651,애월읍,치킨,흐림,N,2.1,50100,4,6.0,v3.2.1,26
ORD00652,구좌읍,분식,흐림,Y,5.2,23600,5,1.0,v3.2.1,36
ORD00653,구좌읍,카페디저트,맑음,Y,2.9,19000,5,19.0,v3.2.1,24
ORD00654,구좌읍,중식,맑음,Y,3.1,19500,2,11.0,v3.2.1,32
ORD00655,애월읍,중식,맑음,N,8.7,28400,3,2.0,v3.2.1,47
ORD00656,한림읍,치킨,흐림,N,2.7,18600,1,29.0,v3.2.1,18
ORD00657,애월읍,분식,맑음,N,1.3,21300,6,36.0,v3.2.1,8
ORD00658,제주시내,중식,맑음,N,1.6,27800,3,1.0,v3.2.1,16
ORD00659,제주시내,분식,흐림,N,3.6,10300,2,8.0,v3.2.1,16
ORD00660,제주시내,중식,맑음,Y,3.6,26400,3,11.0,v3.2.1,28
ORD00661,조천읍,분식,흐림,N,1.9,13500,2,15.0,v3.2.1,8
ORD00662,구좌읍,중식,맑음,N,2.7,42300,5,4.0,v3.2.1,28
ORD00663,구좌읍,한식,흐림,N,2.4,23200,4,16.0,v3.2.1,15
ORD00664,제주시내,한식,흐림,Y,5.5,23100,3,15.0,v3.2.1,35
ORD00665,조천읍,치킨,비,N,1.8,31800,3,15.0,v3.2.1,39
ORD00666,제주시내,중식,맑음,N,6.3,26400,3,5.0,v3.2.1,35
ORD00667,제주시내,분식,맑음,N,2.0,26000,6,4.0,v3.2.1,10
ORD00668,구좌읍,카페디저트,흐림,Y,1.7,11900,3,27.0,v3.2.1,10
ORD00669,제주시내,치킨,흐림,N,3.3,58300,6,6.0,v3.2.1,36
ORD00670,제주시내,치킨,맑음,Y,8.6,28500,2,4.0,v3.2.1,50
ORD00671,조천읍,한식,흐림,Y,6.4,21800,3,24.0,v3.2.1,38
ORD00672,제주시내,중식,맑음,Y,1.4,67800,10,11.0,v3.2.1,31
ORD00673,구좌읍,중식,맑음,N,2.6,13700,2,1.0,v3.2.1,29
ORD00674,조천읍,치킨,맑음,N,5.6,28200,2,49.0,v3.2.1,34
ORD00675,애월읍,분식,흐림,Y,6.7,13800,3,23.0,v3.2.1,38
ORD00676,애월읍,한식,흐림,N,1.5,42700,6,6.0,v3.2.1,28
ORD00677,조천읍,카페디저트,흐림,N,4.0,6600,1,26.0,v3.2.1,14
ORD00678,조천읍,카페디저트,맑음,N,1.5,10800,3,1.0,v3.2.1,10
ORD00679,애월읍,분식,맑음,N,1.9,13300,2,24.0,v3.2.1,8
ORD00680,구좌읍,치킨,흐림,N,2.3,35100,3,2.0,v3.2.1,25
ORD00681,제주시내,한식,비,Y,4.4,16200,2,34.0,v3.2.1,38
ORD00682,애월읍,한식,맑음,N,4.0,22900,4,9.0,v3.2.1,25
ORD00683,제주시내,분식,흐림,N,1.7,18300,4,13.0,v3.2.1,15
ORD00684,제주시내,한식,흐림,N,8.8,23700,3,5.0,v3.2.1,36
ORD00685,애월읍,중식,맑음,N,2.7,21700,2,54.0,v3.2.1,23
ORD00686,애월읍,치킨,맑음,N,7.4,43900,3,23.0,v3.2.1,33
ORD00687,제주시내,중식,비,N,3.5,27700,3,8.0,v3.2.1,28
ORD00688,애월읍,카페디저트,,Y,5.4,26800,6,1.0,v3.2.1,42
ORD00689,제주시내,카페디저트,맑음,N,8.5,12200,3,16.0,v3.2.1,28
ORD00690,애월읍,중식,맑음,N,10.3,48400,7,30.0,v3.2.1,49
ORD00691,제주시내,치킨,흐림,N,4.9,55600,6,26.0,v3.2.1,34
ORD00692,조천읍,분식,맑음,N,11.6,19900,5,17.0,v3.2.1,43
ORD00693,애월읍,치킨,맑음,Y,1.5,51500,6,54.0,v3.2.1,23
ORD00694,제주시내,한식,맑음,Y,6.5,18700,4,13.0,v3.2.1,36
ORD00695,조천읍,한식,맑음,N,3.7,46300,7,2.0,v3.2.1,33
ORD00696,제주시내,분식,맑음,Y,3.3,11900,2,14.0,v3.2.1,27
ORD00697,제주시내,중식,흐림,Y,3.5,30600,4,19.0,v3.2.1,27
ORD00698,제주시내,분식,흐림,N,4.5,14800,3,11.0,v3.2.1,15
ORD00699,제주시내,중식,맑음,N,1.4,26800,4,11.0,v3.2.1,19
ORD00700,제주시내,중식,맑음,Y,1.7,12900,1,1.0,v3.2.1,30
ORD00701,제주시내,치킨,비,N,1.2,33200,3,14.0,v3.2.1,30
ORD00702,한림읍,치킨,맑음,N,1.2,29400,2,77.0,v3.2.1,10
ORD00703,제주시내,카페디저트,흐림,N,3.1,11300,2,31.0,v3.2.1,12
ORD00704,구좌읍,중식,흐림,Y,10.1,13500,1,19.0,v3.2.1,41
ORD00705,애월읍,중식,,Y,1.5,15500,2,15.0,v3.2.1,22
ORD00706,제주시내,중식,흐림,N,3.3,33500,6,31.0,v3.2.1,26
ORD00707,구좌읍,중식,흐림,N,1.7,37000,6,1.0,v3.2.1,24
ORD00708,제주시내,한식,흐림,N,6.3,20500,3,36.0,v3.2.1,35
ORD00709,애월읍,중식,맑음,N,3.1,29300,4,11.0,v3.2.1,24
ORD00710,애월읍,한식,비,Y,2.3,31700,5,3.0,v3.2.1,35
ORD00711,한림읍,중식,흐림,Y,3.8,11600,1,6.0,v3.2.1,32
ORD00712,제주시내,카페디저트,맑음,N,5.9,10300,2,5.0,v3.2.1,26
ORD00713,구좌읍,분식,흐림,Y,1.5,12000,3,6.0,v3.2.1,11
ORD00714,제주시내,치킨,맑음,Y,2.0,36000,3,29.0,v3.2.1,24
ORD00715,제주시내,치킨,맑음,N,5.3,54100,5,25.0,v3.2.1,30
ORD00716,조천읍,분식,비,N,3.2,11400,2,13.0,v3.2.1,22
ORD00717,애월읍,중식,맑음,N,3.3,36900,5,,v3.2.1,24
ORD00718,애월읍,분식,흐림,Y,6.6,12300,2,23.0,v3.2.1,32
ORD00719,제주시내,한식,맑음,N,3.9,12600,1,2.0,v3.2.1,23
ORD00720,애월읍,중식,흐림,N,9.1,43000,6,6.0,v3.2.1,44
ORD00721,애월읍,카페디저트,맑음,N,7.4,11200,2,7.0,v3.2.1,28
ORD00722,한림읍,한식,흐림,N,6.5,24300,4,22.0,v3.2.1,32
ORD00723,조천읍,한식,맑음,N,1.3,42400,6,34.0,v3.2.1,11
ORD00724,한림읍,분식,흐림,N,2.4,21500,5,9.0,v3.2.1,14
ORD00725,애월읍,중식,맑음,Y,3.3,24100,3,5.0,v3.2.1,40
ORD00726,애월읍,한식,,N,8.6,20000,3,6.0,v3.2.1,44
ORD00727,제주시내,카페디저트,비,N,2.5,12300,3,5.0,v3.2.1,30
ORD00728,한림읍,카페디저트,비,N,3.4,13600,4,65.0,v3.2.1,17
ORD00729,구좌읍,한식,흐림,Y,2.5,35700,5,4.0,v3.2.1,30
ORD00730,조천읍,분식,맑음,N,2.9,21600,5,1.0,v3.2.1,20
ORD00731,제주시내,치킨,비,N,1.5,38900,3,24.0,v3.2.1,25
ORD00732,제주시내,분식,맑음,Y,5.2,25300,6,2.0,v3.2.1,33
ORD00733,조천읍,치킨,맑음,N,1.7,45400,4,23.0,v3.2.1,21
ORD00734,한림읍,치킨,흐림,Y,4.9,58400,6,40.0,v3.2.1,43
ORD00735,조천읍,치킨,흐림,Y,9.1,45700,5,1.0,v3.2.1,50
ORD00736,조천읍,분식,흐림,N,1.9,15800,3,18.0,v3.2.1,14
ORD00737,애월읍,한식,맑음,Y,6.2,16300,3,14.0,v3.2.1,32
ORD00738,조천읍,치킨,맑음,Y,6.0,41000,4,5.0,v3.2.1,43
ORD00739,조천읍,중식,맑음,N,1.1,21500,2,45.0,v3.2.1,8
ORD00740,제주시내,한식,비,Y,3.1,19600,3,8.0,v3.2.1,29
ORD00741,애월읍,치킨,맑음,N,2.9,23900,2,5.0,v3.2.1,23
ORD00742,한림읍,한식,맑음,Y,3.5,12300,2,1.0,v3.2.1,35
ORD00743,구좌읍,한식,맑음,Y,3.4,28000,4,41.0,v3.2.1,27
ORD00744,구좌읍,치킨,맑음,Y,4.4,35000,3,24.0,v3.2.1,33
ORD00745,제주시내,한식,흐림,Y,2.3,16200,2,5.0,v3.2.1,24
ORD00746,애월읍,한식,흐림,N,4.7,22200,3,38.0,v3.2.1,21
ORD00747,제주시내,분식,비,Y,1.1,22600,5,14.0,v3.2.1,23
ORD00748,구좌읍,한식,맑음,N,11.1,38400,7,13.0,v3.2.1,50
ORD00749,구좌읍,분식,맑음,Y,8.6,20100,4,22.0,v3.2.1,42
ORD00750,제주시내,중식,맑음,Y,2.6,16000,1,10.0,v3.2.1,23
ORD00751,제주시내,중식,비,N,1.6,28500,4,70.0,v3.2.1,26
ORD00752,제주시내,분식,맑음,N,3.7,6600,1,25.0,v3.2.1,16
ORD00753,제주시내,중식,비,N,1.4,20600,3,15.0,v3.2.1,30
ORD00754,구좌읍,치킨,흐림,N,1.8,19000,1,1.0,v3.2.1,24
ORD00755,제주시내,카페디저트,흐림,N,5.4,11800,2,1.0,v3.2.1,31
ORD00756,구좌읍,중식,비,N,2.4,19300,2,4.0,v3.2.1,25
ORD00757,구좌읍,중식,맑음,N,4.6,28800,3,1.0,v3.2.1,32
ORD00758,제주시내,중식,흐림,N,3.7,17400,2,12.0,v3.2.1,32
ORD00759,구좌읍,한식,맑음,N,4.5,28900,4,6.0,v3.2.1,26
ORD00760,조천읍,카페디저트,맑음,N,11.6,21700,5,9.0,v3.2.1,40
ORD00761,애월읍,한식,맑음,N,3.2,21000,3,7.0,v3.2.1,18
ORD00762,애월읍,중식,맑음,Y,4.6,22500,2,34.0,v3.2.1,36
ORD00763,한림읍,중식,맑음,Y,6.3,19000,2,4.0,v3.2.1,36
ORD00764,구좌읍,치킨,맑음,N,5.1,28700,4,1.0,v3.2.1,34
ORD00765,조천읍,중식,비,N,2.8,38700,6,4.0,v3.2.1,33
ORD00766,제주시내,카페디저트,맑음,N,7.4,9500,2,23.0,v3.2.1,24
ORD00767,애월읍,중식,맑음,Y,4.9,34700,4,11.0,v3.2.1,41
ORD00768,제주시내,중식,맑음,Y,3.3,13000,1,6.0,v3.2.1,32
ORD00769,조천읍,치킨,맑음,N,4.8,64400,6,2.0,v3.2.1,30
ORD00770,제주시내,분식,비,N,4.0,24400,6,21.0,v3.2.1,28
ORD00771,애월읍,분식,맑음,N,2.2,24400,6,2.0,v3.2.1,21
ORD00772,조천읍,한식,비,Y,3.8,43200,7,9.0,v3.2.1,32
ORD00773,제주시내,치킨,맑음,N,2.2,41100,4,15.0,v3.2.1,24
ORD00774,제주시내,치킨,맑음,Y,4.2,48400,5,3.0,v3.2.1,44
ORD00775,한림읍,중식,비,N,3.6,33500,4,22.0,v3.2.1,23
ORD00776,한림읍,카페디저트,맑음,N,2.1,7700,1,3.0,v3.2.1,10
ORD00777,애월읍,중식,흐림,Y,1.9,31600,4,5.0,v3.2.1,30
ORD00778,애월읍,한식,흐림,Y,4.1,17100,2,1.0,v3.2.1,44
ORD00779,애월읍,중식,맑음,N,1.2,18100,2,8.0,v3.2.1,20
ORD00780,한림읍,중식,흐림,Y,2.0,26800,4,9.0,v3.2.1,27
ORD00781,조천읍,중식,흐림,Y,4.9,14800,1,58.0,v3.2.1,36
ORD00782,조천읍,중식,흐림,Y,7.6,24800,3,10.0,v3.2.1,46
ORD00783,구좌읍,분식,흐림,N,1.5,16400,3,23.0,v3.2.1,8
ORD00784,제주시내,카페디저트,흐림,Y,2.3,14300,3,7.0,v3.2.1,23
ORD00785,한림읍,한식,맑음,N,3.0,17800,2,13.0,v3.2.1,19
ORD00786,제주시내,치킨,,N,2.1,31400,2,2.0,v3.2.1,26
ORD00787,제주시내,분식,맑음,Y,5.7,11700,2,1.0,v3.2.1,23
ORD00788,제주시내,한식,맑음,N,2.9,25600,4,3.0,v3.2.1,17
ORD00789,제주시내,중식,맑음,N,2.8,27800,3,9.0,v3.2.1,27
ORD00790,제주시내,카페디저트,맑음,Y,1.6,16500,4,9.0,v3.2.1,11
ORD00791,애월읍,카페디저트,맑음,N,1.0,14600,4,4.0,v3.2.1,8
ORD00792,한림읍,한식,맑음,N,1.6,12500,1,6.0,v3.2.1,15
ORD00793,조천읍,한식,비,N,2.8,18400,2,4.0,v3.2.1,31
ORD00794,한림읍,한식,비,Y,3.3,30600,5,10.0,v3.2.1,39
ORD00795,조천읍,분식,흐림,N,1.9,15200,3,5.0,v3.2.1,14
ORD00796,애월읍,카페디저트,맑음,Y,5.1,19400,5,24.0,v3.2.1,22
ORD00797,한림읍,치킨,비,N,1.7,41200,4,9.0,v3.2.1,24
ORD00798,조천읍,한식,맑음,Y,3.5,24600,4,1.0,v3.2.1,28
ORD00799,조천읍,치킨,맑음,Y,6.3,43900,3,33.0,v3.2.1,34
ORD00800,조천읍,한식,비,Y,8.6,21600,3,21.0,v3.2.1,44
ORD00801,조천읍,분식,맑음,N,0.7,16600,4,5.0,v3.2.1,17
ORD00802,애월읍,카페디저트,맑음,Y,1.6,13200,4,11.0,v3.2.1,20
ORD00803,한림읍,분식,맑음,N,4.0,27200,6,13.0,v3.2.1,10
ORD00804,애월읍,한식,흐림,N,1.1,18300,3,22.0,v3.2.1,22
ORD00805,애월읍,한식,비,N,3.7,26100,5,20.0,v3.2.1,31
ORD00806,애월읍,중식,맑음,Y,2.6,20400,3,5.0,v3.2.1,27
ORD00807,애월읍,분식,맑음,Y,7.2,12400,2,8.0,v3.2.1,34
ORD00808,구좌읍,분식,비,Y,4.5,12100,3,25.0,v3.2.1,36
ORD00809,조천읍,치킨,맑음,N,4.0,27900,2,11.0,v3.2.1,28
ORD00810,조천읍,카페디저트,맑음,N,3.6,12800,3,22.0,v3.2.1,10
ORD00811,한림읍,한식,비,Y,4.6,23500,2,3.0,v3.2.1,45
ORD00812,한림읍,치킨,맑음,N,6.1,19800,1,15.0,v3.2.1,20
ORD00813,제주시내,한식,비,Y,10.3,22600,3,46.0,v3.2.1,51
ORD00814,제주시내,카페디저트,비,N,9.9,10700,2,15.0,v3.2.1,39
ORD00815,한림읍,카페디저트,비,Y,6.7,18500,4,20.0,v3.2.1,38
ORD00816,제주시내,분식,맑음,N,3.1,14500,3,12.0,v3.2.1,9
ORD00817,제주시내,카페디저트,맑음,N,4.7,20700,6,7.0,v3.2.1,19
ORD00818,구좌읍,한식,맑음,N,9.3,11200,1,6.0,v3.2.1,46
ORD00819,조천읍,중식,맑음,Y,5.3,47100,8,1.0,v3.2.1,46
ORD00820,애월읍,치킨,흐림,Y,8.9,41700,4,37.0,v3.2.1,52
ORD00821,제주시내,분식,비,N,4.8,12500,3,17.0,v3.2.1,24
ORD00822,제주시내,한식,맑음,N,3.2,17700,3,31.0,v3.2.1,18
ORD00823,제주시내,분식,맑음,N,2.7,12500,2,1.0,v3.2.1,17
ORD00824,구좌읍,분식,맑음,N,5.4,20300,5,12.0,v3.2.1,20
ORD00825,구좌읍,분식,흐림,N,5.2,19400,4,30.0,v3.2.1,20
ORD00826,애월읍,한식,흐림,Y,2.9,15800,2,9.0,v3.2.1,20
ORD00827,애월읍,한식,흐림,Y,8.0,17300,2,,v3.2.1,38
ORD00828,제주시내,치킨,맑음,N,7.9,20000,1,10.0,v3.2.1,36
ORD00829,애월읍,분식,흐림,N,2.9,17300,3,40.0,v3.2.1,12
ORD00830,한림읍,치킨,흐림,N,2.3,66700,7,7.0,v3.2.1,20
ORD00831,제주시내,치킨,흐림,N,5.6,40000,3,2.0,v3.2.1,39
ORD00832,제주시내,치킨,맑음,N,5.3,33400,3,50.0,v3.2.1,35
ORD00833,애월읍,중식,비,N,2.4,20900,2,1.0,v3.2.1,40
ORD00834,조천읍,분식,흐림,N,2.7,20500,4,1.0,v3.2.1,14
ORD00835,한림읍,중식,흐림,N,1.7,23900,3,6.0,v3.2.1,20
ORD00836,제주시내,중식,맑음,N,5.0,15100,1,3.0,v3.2.1,31
ORD00837,구좌읍,한식,맑음,N,4.2,13500,1,7.0,v3.2.1,20
ORD00838,애월읍,한식,흐림,N,3.0,39100,8,18.0,v3.2.1,23
ORD00839,제주시내,중식,비,Y,4.2,27000,5,11.0,v3.2.1,52
ORD00840,제주시내,중식,맑음,Y,2.4,21300,2,,v3.2.1,21
ORD00841,제주시내,한식,맑음,N,0.9,39000,7,7.0,v3.2.1,11
ORD00842,조천읍,분식,흐림,Y,2.4,18600,4,1.0,v3.2.1,31
ORD00843,한림읍,한식,맑음,N,1.3,30400,6,50.0,v3.2.1,8
ORD00844,애월읍,치킨,맑음,N,4.6,34900,3,1.0,v3.2.1,35
ORD00845,조천읍,치킨,흐림,Y,3.4,28000,2,14.0,v3.2.1,27
ORD00846,애월읍,치킨,맑음,N,4.0,22600,2,2.0,v3.2.1,30
ORD00847,제주시내,한식,맑음,Y,2.1,27900,4,11.0,v3.2.1,24
ORD00848,구좌읍,분식,비,Y,7.6,18600,4,5.0,v3.2.1,48
ORD00849,제주시내,한식,비,N,3.0,17300,2,53.0,v3.2.1,18
ORD00850,애월읍,중식,흐림,Y,5.9,39500,5,27.0,v3.2.1,35
ORD00851,애월읍,치킨,흐림,N,4.8,28100,2,18.0,v3.2.1,33
ORD00852,구좌읍,한식,흐림,N,5.3,20300,3,7.0,v3.2.1,32
ORD00853,구좌읍,중식,맑음,N,3.8,43200,6,3.0,v3.2.1,25
ORD00854,애월읍,한식,흐림,Y,4.7,29200,4,4.0,v3.2.1,34
ORD00855,제주시내,중식,흐림,N,4.3,15200,1,24.0,v3.2.1,29
ORD00856,제주시내,중식,맑음,N,1.7,29800,5,28.0,v3.2.1,13
ORD00857,제주시내,한식,흐림,N,3.0,33400,6,12.0,v3.2.1,33
ORD00858,제주시내,분식,흐림,N,3.9,18100,4,18.0,v3.2.1,22
ORD00859,애월읍,치킨,맑음,Y,1.8,27400,3,7.0,v3.2.1,35
ORD00860,제주시내,중식,흐림,N,1.7,37700,6,6.0,v3.2.1,21
ORD00861,한림읍,카페디저트,비,N,1.3,9200,2,45.0,v3.2.1,8
ORD00862,제주시내,한식,맑음,Y,1.2,12300,1,15.0,v3.2.1,17
ORD00863,한림읍,카페디저트,흐림,Y,5.6,22300,6,11.0,v3.2.1,31
ORD00864,조천읍,중식,흐림,N,3.0,15100,1,8.0,v3.2.1,29
ORD00865,제주시내,분식,흐림,Y,1.8,11000,2,56.0,v3.2.1,18
ORD00866,조천읍,중식,비,N,5.6,36700,5,9.0,v3.2.1,42
ORD00867,애월읍,분식,흐림,Y,4.0,18500,5,4.0,v3.2.1,35
ORD00868,구좌읍,분식,맑음,N,7.1,20000,4,7.0,v3.2.1,31
ORD00869,제주시내,치킨,맑음,N,8.1,30100,2,13.0,v3.2.1,36
ORD00870,애월읍,한식,맑음,Y,3.5,24800,4,16.0,v3.2.1,29
ORD00871,애월읍,한식,맑음,Y,2.7,37400,5,7.0,v3.2.1,31
ORD00872,조천읍,카페디저트,맑음,Y,5.2,18900,5,4.0,v3.2.1,35
ORD00873,구좌읍,카페디저트,맑음,N,1.0,18400,4,33.0,v3.2.1,10
ORD00874,제주시내,한식,맑음,Y,11.5,18200,2,1.0,v3.2.1,52
ORD00875,제주시내,치킨,,N,4.9,17900,1,1.0,v3.2.1,26
ORD00876,애월읍,한식,맑음,N,5.4,23900,3,37.0,v3.2.1,21
ORD00877,조천읍,카페디저트,맑음,N,3.1,8600,1,2.0,v3.2.1,8
ORD00878,조천읍,카페디저트,맑음,Y,2.4,14100,4,4.0,v3.2.1,26
ORD00879,조천읍,중식,맑음,Y,5.2,20500,2,7.0,v3.2.1,33
ORD00880,제주시내,한식,비,N,2.9,33100,5,2.0,v3.2.1,30
ORD00881,애월읍,치킨,비,N,9.3,41700,3,7.0,v3.2.1,56
ORD00882,제주시내,한식,흐림,Y,7.1,22800,3,2.0,v3.2.1,47
ORD00883,조천읍,치킨,흐림,N,6.0,42500,4,4.0,v3.2.1,43
ORD00884,구좌읍,분식,맑음,N,1.7,9300,2,13.0,v3.2.1,207
ORD00885,제주시내,카페디저트,맑음,N,2.5,15900,5,18.0,v3.2.1,8
ORD00886,제주시내,한식,맑음,N,5.2,31600,5,2.0,v3.2.1,28
ORD00887,제주시내,분식,맑음,Y,13.6,16600,3,6.0,v3.2.1,59
ORD00888,제주시내,분식,맑음,Y,3.3,12900,3,14.0,v3.2.1,27
ORD00889,한림읍,치킨,흐림,Y,9.1,19800,1,37.0,v3.2.1,43
ORD00890,한림읍,한식,맑음,N,2.0,20400,3,18.0,v3.2.1,18
ORD00891,제주시내,분식,맑음,Y,3.0,25800,6,3.0,v3.2.1,39
ORD00892,애월읍,중식,비,Y,1.9,26300,3,6.0,v3.2.1,33
ORD00893,한림읍,치킨,비,Y,2.5,59600,5,3.0,v3.2.1,41
ORD00894,한림읍,카페디저트,맑음,N,1.5,14400,3,18.0,v3.2.1,15
ORD00895,구좌읍,카페디저트,흐림,N,3.0,10400,3,7.0,v3.2.1,17
ORD00896,조천읍,중식,맑음,N,3.0,33700,4,8.0,v3.2.1,19
ORD00897,조천읍,한식,흐림,N,3.9,22000,3,17.0,v3.2.1,26
ORD00898,애월읍,분식,흐림,Y,5.5,15400,4,25.0,v3.2.1,31
ORD00899,애월읍,한식,맑음,N,6.1,23100,4,2.0,v3.2.1,33
ORD00900,구좌읍,중식,흐림,N,1.2,36800,6,17.0,v3.2.1,16
ORD00901,제주시내,분식,흐림,N,4.0,8600,1,4.0,v3.2.1,18
ORD00902,제주시내,중식,맑음,Y,1.6,27700,4,6.0,v3.2.1,18
ORD00903,제주시내,치킨,흐림,N,5.1,51700,5,3.0,v3.2.1,32
ORD00904,제주시내,치킨,비,N,9.8,43800,4,14.0,v3.2.1,53
ORD00905,한림읍,한식,맑음,Y,2.4,23300,3,6.0,v3.2.1,29
ORD00906,제주시내,분식,맑음,N,4.6,14800,4,5.0,v3.2.1,15
ORD00907,한림읍,분식,흐림,N,4.9,10300,2,1.0,v3.2.1,29
ORD00908,애월읍,카페디저트,비,N,2.1,17100,3,77.0,v3.2.1,14
ORD00909,구좌읍,분식,,N,3.2,12800,2,48.0,v3.2.1,14
ORD00910,한림읍,분식,맑음,N,5.3,15700,4,1.0,v3.2.1,29
ORD00911,조천읍,카페디저트,맑음,Y,3.5,15100,3,8.0,v3.2.1,19
ORD00912,애월읍,한식,맑음,Y,6.2,34700,5,16.0,v3.2.1,39
ORD00913,한림읍,분식,맑음,Y,1.9,11900,3,1.0,v3.2.1,19
ORD00914,제주시내,중식,맑음,Y,6.8,23800,3,13.0,v3.2.1,37
ORD00915,한림읍,치킨,맑음,Y,6.8,43600,4,3.0,v3.2.1,38
ORD00916,구좌읍,한식,흐림,N,3.2,26800,4,38.0,v3.2.1,16
ORD00917,애월읍,중식,비,N,11.5,15200,1,,v3.2.1,52
ORD00918,조천읍,치킨,맑음,N,1.4,21300,1,23.0,v3.2.1,17
ORD00919,한림읍,한식,흐림,N,5.3,19100,3,29.0,v3.2.1,24
ORD00920,제주시내,카페디저트,맑음,N,3.4,15600,3,10.0,v3.2.1,16
ORD00921,조천읍,분식,비,N,5.0,22000,6,5.0,v3.2.1,25
ORD00922,한림읍,중식,맑음,Y,4.5,32600,5,1.0,v3.2.1,31
ORD00923,제주시내,분식,비,Y,3.2,13300,2,5.0,v3.2.1,33
ORD00924,조천읍,카페디저트,비,Y,3.5,14600,3,8.0,v3.2.1,27
ORD00925,한림읍,중식,맑음,Y,3.7,20100,2,3.0,v3.2.1,42
ORD00926,제주시내,분식,맑음,N,4.5,28900,6,90.0,v3.2.1,17
ORD00927,한림읍,치킨,비,Y,3.1,50100,5,6.0,v3.2.1,48
ORD00928,한림읍,분식,흐림,N,4.5,10600,2,6.0,v3.2.1,20
ORD00929,제주시내,한식,흐림,Y,2.4,21500,3,1.0,v3.2.1,31
ORD00930,애월읍,카페디저트,비,Y,2.9,15800,3,8.0,v3.2.1,23
ORD00931,한림읍,치킨,흐림,N,2.7,19200,1,1.0,v3.2.1,21
ORD00932,애월읍,분식,비,Y,4.6,14400,3,9.0,v3.2.1,30
ORD00933,한림읍,한식,비,N,7.1,17800,2,20.0,v3.2.1,43
ORD00934,제주시내,중식,맑음,Y,3.6,15800,1,10.0,v3.2.1,25
ORD00935,한림읍,한식,맑음,N,1.8,17700,2,14.0,v3.2.1,12
ORD00936,제주시내,치킨,맑음,N,4.1,27900,3,40.0,v3.2.1,26
ORD00937,애월읍,중식,맑음,N,4.7,31900,5,40.0,v3.2.1,32
ORD00938,조천읍,중식,비,Y,8.2,23300,2,30.0,v3.2.1,52
ORD00939,제주시내,한식,맑음,Y,2.4,11500,1,1.0,v3.2.1,22
ORD00940,애월읍,중식,흐림,Y,6.5,13600,1,7.0,v3.2.1,47
ORD00941,제주시내,중식,맑음,Y,4.2,27100,3,7.0,v3.2.1,36
ORD00942,제주시내,카페디저트,맑음,N,2.5,18200,4,4.0,v3.2.1,10
ORD00943,한림읍,치킨,맑음,N,4.6,43900,4,25.0,v3.2.1,33
ORD00944,구좌읍,중식,비,N,5.3,43100,7,34.0,v3.2.1,33
ORD00945,애월읍,한식,맑음,Y,3.2,17400,3,15.0,v3.2.1,33
ORD00946,제주시내,치킨,흐림,N,7.0,33200,4,4.0,v3.2.1,48
ORD00947,애월읍,한식,맑음,N,2.9,26900,4,2.0,v3.2.1,17
ORD00948,구좌읍,한식,맑음,Y,1.1,34200,5,12.0,v3.2.1,25
ORD00949,구좌읍,중식,,Y,2.7,22800,5,4.0,v3.2.1,31
ORD00950,조천읍,한식,맑음,N,0.9,35800,7,42.0,v3.2.1,8
ORD00951,구좌읍,중식,흐림,N,3.2,23400,3,16.0,v3.2.1,22
ORD00952,조천읍,치킨,맑음,N,2.3,43100,4,6.0,v3.2.1,339
ORD00953,제주시내,한식,맑음,N,9.5,22700,3,2.0,v3.2.1,42
ORD00954,구좌읍,분식,맑음,Y,5.4,26300,5,61.0,v3.2.1,29
ORD00955,제주시내,한식,맑음,N,1.1,34200,4,1.0,v3.2.1,28
ORD00956,제주시내,치킨,맑음,N,1.4,53900,5,7.0,v3.2.1,25
ORD00957,애월읍,중식,흐림,Y,4.5,33900,4,11.0,v3.2.1,36
ORD00958,한림읍,카페디저트,맑음,Y,2.2,19900,6,30.0,v3.2.1,25
ORD00959,제주시내,카페디저트,맑음,Y,2.2,11500,2,27.0,v3.2.1,17
ORD00960,제주시내,치킨,흐림,Y,3.7,37700,3,10.0,v3.2.1,239
ORD00961,제주시내,치킨,맑음,Y,1.2,31300,2,3.0,v3.2.1,31
ORD00962,애월읍,치킨,비,N,3.5,32100,3,3.0,v3.2.1,43
ORD00963,한림읍,중식,흐림,Y,7.0,30800,4,12.0,v3.2.1,38
ORD00964,조천읍,한식,,Y,2.5,13000,2,39.0,v3.2.1,29
ORD00965,제주시내,한식,비,N,5.6,13800,2,36.0,v3.2.1,26
ORD00966,제주시내,카페디저트,맑음,Y,3.3,14500,3,20.0,v3.2.1,25
ORD00967,애월읍,분식,맑음,N,3.4,10100,1,2.0,v3.2.1,13
ORD00968,한림읍,분식,비,Y,5.2,13400,3,3.0,v3.2.1,30
ORD00969,구좌읍,카페디저트,흐림,N,2.4,22200,7,12.0,v3.2.1,21
ORD00970,조천읍,치킨,맑음,Y,2.9,39500,3,9.0,v3.2.1,31
ORD00971,제주시내,한식,비,N,2.4,28400,4,10.0,v3.2.1,23
ORD00972,구좌읍,중식,흐림,N,3.9,26100,3,1.0,v3.2.1,25
ORD00973,제주시내,카페디저트,맑음,N,1.5,15100,4,2.0,v3.2.1,10
ORD00974,구좌읍,한식,,N,3.1,32100,6,4.0,v3.2.1,28
ORD00975,제주시내,분식,맑음,Y,1.0,18700,4,4.0,v3.2.1,16
ORD00976,구좌읍,치킨,맑음,N,5.6,28300,2,12.0,v3.2.1,32
